cik,name,Degree_natural,Degree_reverse,Degree_natural_wt,Degree_reverse_wt,Betweeness,Betweeness_reverse,Ap_Betweeness_natural,Ap_Betweeness_reverse,Page_Rank_wt_natural,Page_Rank_wt_reverse,authScore_r,hubScore_r,authScore_n,hubScore_n,Closeness_natural,Closeness_reverse,Degree_natural_wt_call,Degree_reverse_wt_call,Degree_natural_wt_put,Degree_reverse_wt_put
1179392,TWO SIGMA INVESTMENTS LP,1641.0,0.0,5989209000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,2.060632203104447,0.0732602425182098,0.0,0.0,0.07326024251820921,0.39551183127572015,0.39551183127572015,2648119000.0,0.0,3341090000.0,0.0
1273087,MILLENNIUM MANAGEMENT LLC,1538.0,0.0,105366468000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,27.700582363629962,0.0853757228357625,0.0,0.0,0.08537572283576217,0.41212730318257956,0.41212730318257956,24089836000.0,0.0,81276632000.0,0.0
1009207,D E SHAW & CO IN,1377.0,0.0,38433817000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,5.475580423273321,0.050754677737543455,0.0,0.0,0.05075467773754294,0.3908126310439037,0.3908126310439037,15909823000.0,0.0,22523994000.0,0.0
1521001,PARALLAX VOLATILITY ADVISERS LP,1296.0,0.0,65935036000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,5.450715955469093,0.07020822170852216,0.0,0.0,0.07020822170852176,0.3879533270261747,0.3879533270261747,22787077000.0,0.0,43147959000.0,0.0
161052,UBS GRP AG,1117.0,31.0,94833098000.0,1794638000.0,20017.089307458216,20017.089307458227,529.1721938187668,518.5769814008504,0.17154752906197593,5.04356780997513,0.11254510068421061,0.009669865211151771,0.009669865211151802,0.1125451006842105,0.47934850374064836,0.47934850374064836,28854798000.0,585944000.0,65978300000.0,1208694000.0
1426196,CAPSTONE INVESTMENT ADVISORS LLC,1018.0,0.0,53093551000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,4.969062224594741,0.05747790169766828,0.0,0.0,0.05747790169766802,0.3784764952005907,0.3784764952005907,8965271000.0,0.0,44128280000.0,0.0
1706766,CAPTION MANAGEMENT LLC,986.0,0.0,7134358000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,7.557058582386994,0.041974195329805335,0.0,0.0,0.041974195329805154,0.3866607995976867,0.3866607995976867,3665144000.0,0.0,3469214000.0,0.0
1323645,CAPITAL FDS MANAGEMENT SA,963.0,0.0,9926257538.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.491365045083228,0.05942895043784446,0.0,0.0,0.05942895043784412,0.37934011717545485,0.37934011717545485,4678686810.0,0.0,5247570728.0,0.0
1535588,TWIN TREE MANAGEMENT LP,946.0,0.0,43855716000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,10.388500774688003,0.06962811887512346,0.0,0.0,0.06962811887512325,0.3836701596806387,0.3836701596806387,13594902000.0,0.0,30260814000.0,0.0
1452861,IMC-CHICAGO LLC,924.0,0.0,117742267000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.8692239560747814,0.08910247025793952,0.0,0.0,0.08910247025793923,0.3758401564218502,0.3758401564218502,48903733000.0,0.0,68838534000.0,0.0
19617,JPMORGAN CHASE & CO,884.0,129.0,59192662000.0,14343350652.0,45169.28506662846,45169.28506662859,1045.078096988605,2185.4668642263205,0.2750294100299731,2.452234683984506,0.041160827019859285,0.022672818385367475,0.02267281838536753,0.041160827019858896,0.5080951594250784,0.5080951594250784,20082579000.0,5105359173.0,39110083000.0,9237991479.0
70858,BK OF AMERICA CORP DE,867.0,0.0,101195559000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,3.2904126169189465,0.09522117160031089,0.0,0.0,0.09522117160031086,0.3824297438448147,0.3824297438448147,27208356000.0,0.0,73987203000.0,0.0
886982,GOLDMAN SACHS GRP IN,833.0,101.0,91620410000.0,9935439868.0,40250.20227980631,40250.20227980614,1035.7920257971539,1656.125669217185,0.270633510620922,3.704041318995115,0.04073147494790088,0.019215319321347762,0.019215319321347818,0.040731474947900546,0.49465219139525535,0.49465219139525535,29747948000.0,3470912962.0,61872462000.0,6464526906.0
824468,CREDIT SUISSE AG,802.0,0.0,50806904000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,5.321713814550285,0.03425969596220996,0.0,0.0,0.034259695962209645,0.3802076894548152,0.3802076894548152,18358581000.0,0.0,32448323000.0,0.0
312069,BARCLAYS PLC,779.0,24.0,104439100000.0,66614000.0,15936.166246201428,15936.166246201416,379.3102628834258,425.7622273777043,0.17147668561795873,2.2653259849870278,0.039968095653633795,0.01027068886998481,0.010270688869984829,0.03996809565363344,0.4711965681017313,0.4711965681017313,35011492000.0,39678000.0,69427608000.0,26936000.0
831001,CITIGRP IN,777.0,133.0,75966740000.0,14802775234.0,40537.06891832347,40537.06891832354,625.9809306233034,2371.9965736052327,0.3701594608492846,2.6324731286767538,0.07666846924320996,0.02096261698548418,0.020962616985484246,0.07666846924320975,0.5038912099614975,0.5038912099614975,28299116000.0,5432314256.0,47667624000.0,9370460978.0
1630888,SG3 MANAGEMENT LLC,703.0,0.0,3900471000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.7558824807444664,0.04220053968262606,0.0,0.0,0.04220053968262595,0.37812749738734863,0.37812749738734863,1823469000.0,0.0,2077002000.0,0.0
1166588,BNP PARIBAS ARBITRAGE SA,602.0,0.0,26312649442.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,3.7935623444405144,0.024558577093969327,0.0,0.0,0.024558577093969046,0.37179642166344296,0.37179642166344296,8163791334.0,0.0,18148858108.0,0.0
1642575,SQUAREPOINT OPS LLC,598.0,0.0,17256382000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.8464261841445656,0.0502038898884451,0.0,0.0,0.05020388988844486,0.3710115205983473,0.3710115205983473,4941461000.0,0.0,12314921000.0,0.0
1318757,MARSHALL WACE LLP,594.0,0.0,4005002000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,45.81312154722823,0.01472086118372089,0.0,0.0,0.014720861183720842,0.38209715492607776,0.38209715492607776,2452486000.0,0.0,1552516000.0,0.0
923093,TUDOR INVESTMENT CORP ET AL,586.0,0.0,538988000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,7.855101652192461,0.017821875354340468,0.0,0.0,0.017821875354340305,0.3684557325985384,0.3684557325985384,260347000.0,0.0,278641000.0,0.0
72971,WELLS FARGO & COMN,581.0,0.0,15312727000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.8467008067578575,0.06771631655960367,0.0,0.0,0.06771631655960357,0.3739891773575728,0.3739891773575728,7083306000.0,0.0,8229421000.0,0.0
1000275,ROYAL BK OF CANADA,579.0,43.0,29274961000.0,1573738000.0,11875.630712054308,11875.63071205437,371.4921012638082,1395.647889923553,0.19179007339892426,2.5785066776995307,0.06430407319335309,0.01440885893861986,0.014408858938619897,0.06430407319335299,0.47778468230542176,0.47778468230542176,7991056000.0,589726000.0,21283905000.0,984012000.0
87363,HSBC HLDG PLC,572.0,35.0,14185633000.0,436878000.0,4650.467742881299,4650.467742881304,58.98504331925383,205.01183406376904,0.1597024600435413,0.7199289400492485,0.04042069368787263,0.013436728027223488,0.013436728027223519,0.040420693687872405,0.47384639087897695,0.47384639087897695,4268035000.0,167319000.0,9917598000.0,269559000.0
108458,JEFFERIES GRP LLC,560.0,0.0,12867340000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.9300051151718167,0.06446448687106339,0.0,0.0,0.06446448687106336,0.37067614800530313,0.37067614800530313,3824082000.0,0.0,9043258000.0,0.0
1450144,TWO SIGMA SECURITIES LLC,494.0,0.0,1783576000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.19273870893343004,0.04462979950105154,0.0,0.0,0.04462979950105132,0.371684089673092,0.371684089673092,358497000.0,0.0,1425079000.0,0.0
1163653,NOMURA HLDG IN,492.0,7.0,20235567000.0,1521000.0,1406.7461642131425,1406.7461642131452,134.74616421314533,65.0566037735849,0.1500706837385821,5.0822392237422145,0.021298729862733252,0.004470499495209436,0.004470499495209451,0.021298729862733064,0.46542070217917675,0.46542070217917675,8531987000.0,1057000.0,11703580000.0,464000.0
1535323,ALLIANZ ASSET MANAGEMENT GMBH,446.0,0.0,7782050000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.3007390767466256,0.0216447694987336,0.0,0.0,0.0216447694987334,0.36878709754781464,0.36878709754781464,551046000.0,0.0,7231004000.0,0.0
1633046,MAVEN SECURITIES LTD,430.0,0.0,2686147000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.33805696073581193,0.02338356187198848,0.0,0.0,0.023383561871988284,0.36750911154926214,0.36750911154926214,874176000.0,0.0,1811971000.0,0.0
1692507,CENTIVA CAPITAL LP,429.0,0.0,3290522000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.6729623484501301,0.03023983682926273,0.0,0.0,0.030239836829262606,0.3663708380487224,0.3663708380487224,1279667000.0,0.0,2010855000.0,0.0
1722053,CENTERSTAR ASSET MANAGEMENT LLC,423.0,0.0,1370053000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,2.9154007099559562,0.01581618555049426,0.0,0.0,0.015816185550494147,0.3643525648619832,0.3643525648619832,773145000.0,0.0,596908000.0,0.0
1802881,CAAS CAPITAL MANAGEMENT LP,421.0,0.0,3008429000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.39523098393807266,0.019008557656298747,0.0,0.0,0.01900855765629852,0.3621004297403897,0.3621004297403897,1509579000.0,0.0,1498850000.0,0.0
1531593,CLEAR STREET MARKETS LLC,420.0,0.0,1018149000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.42911685504341496,0.030515949275823708,0.0,0.0,0.03051594927582358,0.3657390890712332,0.3657390890712332,411266000.0,0.0,606883000.0,0.0
131336,SG AMERICAS SECURITIES LLC,390.0,0.0,3186097000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.1917466870955381,0.023351056008687792,0.0,0.0,0.023351056008687594,0.36900833883256345,0.36900833883256345,1697566000.0,0.0,1488531000.0,0.0
1387508,PRELUDE CAPITAL MANAGEMENT LLC,384.0,0.0,1865013000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.7084746866640593,0.044536573286921996,0.0,0.0,0.044536573286922024,0.3713475006037189,0.3713475006037189,955049000.0,0.0,909964000.0,0.0
1103882,PALOMA PARTNERS MANAGEMENT CO,375.0,0.0,3557645000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,7.725173534638984,0.020511020808618104,0.0,0.0,0.02051102080861805,0.37426224520839674,0.37426224520839674,3557645000.0,0.0,0.0,0.0
1144208,BLUEFIN CAPITAL MANAGEMENT LLC,357.0,0.0,171817000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.2696829027734101,0.02621755421950861,0.0,0.0,0.02621755421950855,0.3645901250666825,0.3645901250666825,75149000.0,0.0,96668000.0,0.0
1279891,WOLVERINE ASSET MANAGEMENT LLC,334.0,0.0,2297569000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.7895298256186494,0.039259852928216085,0.0,0.0,0.039259852928216085,0.36072015012901715,0.36072015012901715,352741000.0,0.0,1944828000.0,0.0
1454027,VERITION FDS MANAGEMENT LLC,305.0,0.0,3266530000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.6022119139383851,0.024846353202885047,0.0,0.0,0.02484635320288494,0.36493622070602194,0.36493622070602194,991553000.0,0.0,2274977000.0,0.0
1632341,BELVEDERE TRADING LLC,286.0,0.0,1820624000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.2526690743447295,0.025159017113569337,0.0,0.0,0.025159017113569368,0.34786788824793574,0.34786788824793574,439044000.0,0.0,1381580000.0,0.0
1462245,HIGHTOWER ADVISORS LLC,256.0,0.0,63614000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.1915890809100107,0.024409929152057346,0.0,0.0,0.024409929152057284,0.36887556221889056,0.36887556221889056,0.0,0.0,63614000.0,0.0
1103646,CSS LLCIL,243.0,0.0,559742000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.9100454309827601,0.018313462870538436,0.0,0.0,0.018313462870538397,0.36072015012901715,0.36072015012901715,156810000.0,0.0,402932000.0,0.0
926171,NATIONAL BK OF CANADA FI,239.0,0.0,5510580.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.15106485609695672,0.012434019603392247,0.0,0.0,0.012434019603392209,0.3586588921282799,0.3586588921282799,949774.0,0.0,4560806.0,0.0
121871,BALYASNY ASSET MANAGEMENT LLC,233.0,0.0,5746155000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.0979506003282575,0.038457896370411,0.0,0.0,0.03845789637041099,0.36600023801023446,0.36600023801023446,2304120000.0,0.0,3442035000.0,0.0
1632813,CMT CAPITAL MARKETS TRADING GMBH,230.0,0.0,20444935000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.658560570896835,0.01302354078659524,0.0,0.0,0.013023540786595109,0.3619725769434473,0.3619725769434473,8904084000.0,0.0,11540851000.0,0.0
1531971,XR SECURITIES LLC,228.0,0.0,147374000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,15.986576326601618,0.002513489724509106,0.0,0.0,0.002513489724509088,0.3321812388615866,0.3321812388615866,119541000.0,0.0,27833000.0,0.0
1899703,PALADIN ADVISORY GRP LLC,214.0,0.0,79817000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.5743789983718017,0.013388936226424931,0.0,0.0,0.013388936226424848,0.36426625607011726,0.36426625607011726,79817000.0,0.0,0.0,0.0
948046,DEUTSCHE BK AG\,208.0,0.0,162831000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.699684503875624,0.004956581109121516,0.0,0.0,0.004956581109121465,0.3546471402214022,0.3546471402214022,126080000.0,0.0,36751000.0,0.0
1011443,HBK INVESTMENTS L P,188.0,0.0,22308277000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.7376296209265997,0.012485852110442962,0.0,0.0,0.01248585211044288,0.3627196603373039,0.3627196603373039,4569025000.0,0.0,17739252000.0,0.0
1868643,SIG NORTH TRADING ULC,182.0,0.0,1600765000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.9109223871948124,0.005415247085995368,0.0,0.0,0.005415247085995331,0.3401537355527291,0.3401537355527291,483504000.0,0.0,1117261000.0,0.0
1390202,LAURION CAPITAL MANAGEMENT LP,177.0,0.0,4076483000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.25854153834741717,0.01557991681952513,0.0,0.0,0.015579916819525056,0.36067784683945114,0.36067784683945114,1307732000.0,0.0,2768751000.0,0.0
1445893,CTC LLC,172.0,0.0,229309071.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.8366568677048208,0.011754264512240266,0.0,0.0,0.011754264512240209,0.34407339038988644,0.34407339038988644,95889728.0,0.0,133419343.0,0.0
154923,BOOTHBAY FDS MANAGEMENT LLC,167.0,0.0,1068590000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.5784295678614234,0.020897163132213063,0.0,0.0,0.020897163132213088,0.35759548863438173,0.35759548863438173,316740000.0,0.0,751850000.0,0.0
1084208,RAYMOND JAMES & ASSOCIATES,163.0,0.0,38525000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.1927275118430742,0.014185753152538711,0.0,0.0,0.014185753152538696,0.35799092073099753,0.35799092073099753,37582000.0,0.0,943000.0,0.0
1665241,SCHONFELD STRATEGIC ADVISORS LLC,160.0,0.0,692668000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,2.265923119062939,0.0076014858607678345,0.0,0.0,0.007601485860767824,0.35585768006942436,0.35585768006942436,399360000.0,0.0,293308000.0,0.0
48966,COWEN AND CO LLC,151.0,0.0,54265000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.18843396257047434,0.012647067572116382,0.0,0.0,0.01264706757211637,0.3540347645907678,0.3540347645907678,27806000.0,0.0,26459000.0,0.0
1719165,CAPITAL MARKETS TRADING UK LLP,150.0,0.0,7663733000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.2709687363070493,0.00802076790044192,0.0,0.0,0.008020767900441837,0.3617596894665647,0.3617596894665647,2171594000.0,0.0,5492139000.0,0.0
1572748,MARATHON TRADING INVESTMENT MANAGEMENT LLC,148.0,0.0,964643000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.2858296848263517,0.008879699618785033,0.0,0.0,0.00887969961878497,0.3612497797615552,0.3612497797615552,432636000.0,0.0,532007000.0,0.0
1703301,SPIDERROCK ADVISORS LLC,146.0,0.0,893316000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.8906483183324975,0.005450998942220649,0.0,0.0,0.005450998942220592,0.3369487811558477,0.3369487811558477,112274000.0,0.0,781042000.0,0.0
1723643,SHAY CAPITAL LLC,143.0,0.0,339475000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.4149701073430188,0.01507627232643751,0.0,0.0,0.01507627232643751,0.345561797752809,0.345561797752809,205074000.0,0.0,134401000.0,0.0
1859606,OPTIVER HLDG BV,139.0,0.0,27194186000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,4.389996944574477,0.020854876521374358,0.0,0.0,0.0208548765213744,0.35830372225782026,0.35830372225782026,8988638000.0,0.0,18205548000.0,0.0
1557017,CAPULA MANAGEMENT LTD,132.0,0.0,3293900.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.15010498354310714,0.02056944738516898,0.0,0.0,0.02056944738516893,0.36129221732745964,0.36129221732745964,792970.0,0.0,2500930.0,0.0
1808389,DELTA ACCUMULATION LLC,131.0,0.0,934630000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.2260346622529534,0.006236926222825125,0.0,0.0,0.00623692622282505,0.3513251085218186,0.3513251085218186,431228000.0,0.0,503402000.0,0.0
1677044,ADVISOR GRP HLDG IN,127.0,0.0,1623000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.8638566837417592,0.005429723046570948,0.0,0.0,0.0054297230465709,0.3556724875679426,0.3556724875679426,1509000.0,0.0,114000.0,0.0
1730295,CARMICHAEL HILL & ASSOCIATES IN,126.0,0.0,24972000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.15152559789280778,0.006465902349251474,0.0,0.0,0.006465902349251401,0.3590986047054703,0.3590986047054703,24972000.0,0.0,0.0,0.0
1054587,SCULPTOR CAPITAL LP,126.0,0.0,746440000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.6876544740314458,0.00448841644322788,0.0,0.0,0.0044884164432278445,0.3290536564489381,0.3290536564489381,176864000.0,0.0,569576000.0,0.0
1491719,LOMBARD ODIER ASSET MANAGEMENT  CORP,120.0,0.0,1891766000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.6471864141431354,0.010798644491086137,0.0,0.0,0.010798644491086137,0.3539125431530495,0.3539125431530495,601533000.0,0.0,1290233000.0,0.0
165015,LIDO ADVISORS LLC,113.0,0.0,3966856000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.18066109559487825,0.020847938706756674,0.0,0.0,0.020847938706756698,0.35548748771889266,0.35548748771889266,1071103000.0,0.0,2895753000.0,0.0
1317583,SCOPUS ASSET MANAGEMENT LP,111.0,0.0,1188342000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.3053446641551387,0.01251834398365726,0.0,0.0,0.012518343983657261,0.3338580112896222,0.3338580112896222,606689000.0,0.0,581653000.0,0.0
1412741,J GOLDMAN & CO LP,101.0,0.0,729291000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.3536963619556706,0.004927314772722114,0.0,0.0,0.004927314772722098,0.34149455918276705,0.34149455918276705,532911000.0,0.0,196380000.0,0.0
1540656,GLADIUS CAPITAL MANAGEMENT LP,97.0,0.0,958246000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.1587263177456221,0.007971430220675493,0.0,0.0,0.007971430220675453,0.3576786648834099,0.3576786648834099,204712000.0,0.0,753534000.0,0.0
928566,WASHINGTON CAPITAL MANAGEMENT IN,94.0,0.0,119839000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.3104185381040494,0.008658585528889448,0.0,0.0,0.008658585528889434,0.35711797491871805,0.35711797491871805,0.0,0.0,119839000.0,0.0
1590144,PURA VIDA INVESTMENTS LLC,87.0,0.0,1794381000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,2.202244339786875,0.005296851523928126,0.0,0.0,0.005296851523928113,0.33252243485782246,0.33252243485782246,395096000.0,0.0,1399285000.0,0.0
927971,BK OF MONTREAL CAN,86.0,0.0,1773376000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.5210109687189072,0.005725969593619589,0.0,0.0,0.00572596959361957,0.3563524708881293,0.3563524708881293,192890000.0,0.0,1580486000.0,0.0
166114,ORIBEL CAPITAL MANAGEMENT LP,86.0,0.0,1474207000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.3127489693764383,0.007495226057330117,0.0,0.0,0.007495226057330081,0.3364327517365859,0.3364327517365859,572968000.0,0.0,901239000.0,0.0
1742998,FNY INVESTMENT ADVISERS LLC,85.0,0.0,3057000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.3725240420001701,0.005743667375374638,0.0,0.0,0.005743667375374622,0.3380599065677384,0.3380599065677384,2253000.0,0.0,804000.0,0.0
1042537,LITTLEJOHN & CO LLC,83.0,0.0,6794000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.2904570943934984,0.002809389358200439,0.0,0.0,0.0028093893582004383,0.3280358380886353,0.3280358380886353,3829000.0,0.0,2965000.0,0.0
1481986,DRW SECURITIES LLC,82.0,0.0,2367332000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.34553701362206146,0.0044000620935041885,0.0,0.0,0.0044000620935041555,0.3534651189518446,0.3534651189518446,1233839000.0,0.0,1133493000.0,0.0
1704404,AVESTAR CAPITAL LLC,80.0,0.0,271232000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.15733897066622682,0.004247654452136464,0.0,0.0,0.004247654452136417,0.35884720844758183,0.35884720844758183,30266000.0,0.0,240966000.0,0.0
153561,SABBY MANAGEMENT LLC,79.0,0.0,220975000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.767456259553572,0.002771452843953329,0.0,0.0,0.002771452843953328,0.32617456782267473,0.32617456782267473,129339000.0,0.0,91636000.0,0.0
1421224,CIBC WORLD MARKETS IN,76.0,0.0,4443197000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.3524837937482717,0.004923398525836047,0.0,0.0,0.004923398525836008,0.35497460757156046,0.35497460757156046,650920000.0,0.0,3792277000.0,0.0
1462284,RAYMOND JAMES FINANCIAL SERVICES ADVISORS IN,76.0,0.0,5974000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.17214222329297174,0.004816904308986665,0.0,0.0,0.004816904308986617,0.3346208247198346,0.3346208247198346,2194000.0,0.0,3780000.0,0.0
1191672,CREDIT AGRICOLE S A,75.0,0.0,3291104000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.18645792124814228,0.005711317884288146,0.0,0.0,0.005711317884288106,0.3628480415290231,0.3628480415290231,86899000.0,0.0,3204205000.0,0.0
1386462,IONIC CAPITAL MANAGEMENT LLC,75.0,0.0,203966000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.4826181741902803,0.0035822041608482126,0.0,0.0,0.0035822041608482096,0.32669428510728704,0.32669428510728704,78313000.0,0.0,125653000.0,0.0
1666606,MINT TOWER CAPITAL MANAGEMENT BV,74.0,0.0,202254000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.1847940508731147,0.003319855570820217,0.0,0.0,0.0033198555708201746,0.32681579087189844,0.32681579087189844,83767000.0,0.0,118487000.0,0.0
146179,K2 PRINIPAL FDS LP,73.0,0.0,692029000.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.3445470578965451,0.01592106816244486,0.0,0.0,0.015921068162444898,0.33599169716501887,0.33599169716501887,325503000.0,0.0,366526000.0,0.0
